% Model,MF_85A_IV_curve_estimation_10k_11k.mph
% Version,COMSOL 6.1.0.282
% Date,"Oct 22 2025, 22:20"
% Dimension,1
% Nodes,10
% Expressions,1
% Description,Histogram
% Particle kinetic energy (eV),Particle kinetic energy
8.917029828124413,56
26.654299367915748,118
44.39156890770708,157
62.12883844749842,135
79.86610798728975,136
97.60337752708108,120
115.34064706687242,124
133.07791660666376,84
150.8151861464551,45
168.55245569511504,5
